"Task Type","Task ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Points Estimate","Points Estimate Rolled Up","Assigned Tech (labels)","CONTRACTED (checkbox)","DELIVERED (checkbox)","STOCK # (short text)"
"Task","868ew34rw","Mercedes Benz of Wilsonville / Peak Transport","Closed","
","[]","NORMAL","Maxxair Fan installed in rear - location per notes and picture  ",1,0,"Thursday, July 24th 2025","Wednesday, July 23rd 2025","Tuesday, July 22nd 2025, 10:39:46 am -07:00","Thursday, July 24th 2025, 2:32:24 pm -07:00","Thursday, July 24th 2025, 2:32:24 pm -07:00","Thursday, July 24th 2025, 2:32:24 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Gary]","","",""
"Task","868eymyvj","Mercedes Benz of Wilsonville","Closed","
","[]","NORMAL","Maxxair fan (rear) w/headliner.  12v to wired to van.  ",1,0,"Wednesday, July 30th 2025","Tuesday, July 29th 2025","Monday, July 28th 2025, 6:01:31 pm -07:00","Thursday, July 31st 2025, 10:28:39 am -07:00","Thursday, July 31st 2025, 10:28:39 am -07:00","Wednesday, July 30th 2025, 10:56:17 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Gary]","","",""
"Task","868ez03xj","Mercedes Benz of Wilsonville","Closed","
","[]","none","Hitch  ",1,0,"Tuesday, July 29th 2025","Tuesday, July 29th 2025","Tuesday, July 29th 2025, 9:34:16 am -07:00","Tuesday, July 29th 2025, 3:25:14 pm -07:00","Tuesday, July 29th 2025, 3:25:14 pm -07:00","Tuesday, July 29th 2025, 3:25:14 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1h","1h",,0,"[Seth]","","",""
"Task","868ez0ara","Denise Kees","Closed","
","[]","NORMAL","Window Half Slider Passenger P2   ",1,0,"Wednesday, July 30th 2025","Tuesday, July 29th 2025","Tuesday, July 29th 2025, 9:43:37 am -07:00","Thursday, July 31st 2025, 10:28:30 am -07:00","Thursday, July 31st 2025, 10:28:30 am -07:00","Wednesday, July 30th 2025, 10:55:51 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","2h","2h",,0,"[Seth]","","",""
"Task","868f0704r","Mercedes Benz of Wilsonville / Rich Holland Painting","Closed","
","[]","NORMAL","48"",96"" shelves and hitch  ",1,0,"Friday, August 1st 2025","Thursday, July 31st 2025","Thursday, July 31st 2025, 9:46:12 am -07:00","Tuesday, August 5th 2025, 9:32:17 am -07:00","Tuesday, August 5th 2025, 9:32:17 am -07:00","Friday, August 1st 2025, 12:53:29 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h 30m","5h 30m",,0,"[Jake ]","","",""
"Task","868f071nf","Mercedes Benz of Wilsonville / Rich Holland Painting","Closed","
","[]","NORMAL","48"",96"" shelves and hitch  ",2,0,"Friday, August 1st 2025","Thursday, July 31st 2025","Thursday, July 31st 2025, 9:48:40 am -07:00","Tuesday, August 5th 2025, 9:32:33 am -07:00","Tuesday, August 5th 2025, 9:32:33 am -07:00","Friday, August 1st 2025, 12:53:42 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h 30m","5h 30m",,0,"[Seth]","","",""
"Task","868f071yj","Mercedes Benz of Wilsonville / Rich Holland Painting","Closed","
","[]","NORMAL","48"",96"" shelves and hitch  ",2,0,"Friday, August 1st 2025","Thursday, July 31st 2025","Thursday, July 31st 2025, 9:49:06 am -07:00","Tuesday, August 5th 2025, 9:32:29 am -07:00","Tuesday, August 5th 2025, 9:32:29 am -07:00","Friday, August 1st 2025, 12:53:50 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h 30m","5h 30m",,0,"[Seth]","","",""
"Task","868f07ubu","Mercedes Benz of Wilsonville / Nancy Chin","Closed","
","[]","NORMAL","Fixed window slider door  ",1,0,"Monday, August 4th 2025","Thursday, July 31st 2025","Thursday, July 31st 2025, 10:30:01 am -07:00","Tuesday, August 12th 2025, 12:15:16 pm -07:00","Tuesday, August 12th 2025, 12:15:16 pm -07:00","Friday, August 1st 2025, 10:39:23 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","2h","2h",,0,"[Jake ]","","",""
"Task","868f0yv4v","Alvin Erickson","Closed","
","[]","NORMAL","HItch and trailer brake controller  ",1,0,"Wednesday, August 6th 2025","Wednesday, August 6th 2025","Friday, August 1st 2025, 2:34:04 pm -07:00","Thursday, August 7th 2025, 8:17:03 am -07:00","Thursday, August 7th 2025, 8:17:03 am -07:00","Thursday, August 7th 2025, 8:17:03 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","4h 30m","4h 30m",,0,"[Jake ]","","",""
"Task","868f1rbcx","Mercedes-Benz of Wilsonville / AMR RAGAB","Closed","
","[]","NORMAL","Rear windows  ",1,0,"Tuesday, August 5th 2025","Monday, August 4th 2025","Monday, August 4th 2025, 1:40:06 pm -07:00","Tuesday, August 12th 2025, 12:15:08 pm -07:00","Tuesday, August 12th 2025, 12:15:08 pm -07:00","Wednesday, August 6th 2025, 11:44:09 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868f3vfer","Mercedes-Benz of Wilsonville /Milkiana Millikin","Closed","
","[]","none","Waiting on parts due by end of week 8/11 Flat line parts here 8/14  ",1,0,"Friday, August 22nd 2025","Thursday, August 14th 2025","Thursday, August 7th 2025, 7:06:30 pm -07:00","Thursday, October 9th 2025, 10:55:56 am -07:00","Thursday, October 9th 2025, 10:55:56 am -07:00","Wednesday, September 10th 2025, 2:37:01 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868f51gjj","Mercedes Benz of Wilsonville / ATS","Closed","
","[]","none","Hitch and shelves  ",1,0,"Tuesday, August 12th 2025","Monday, August 11th 2025","Monday, August 11th 2025, 8:06:17 am -07:00","Tuesday, August 12th 2025, 12:15:12 pm -07:00","Tuesday, August 12th 2025, 12:15:12 pm -07:00","Monday, August 11th 2025, 11:55:03 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868f521v9","Mercedes Benz of Wilsonville / Rasmussen","Closed","
","[]","none","Dual fans and combo slider windows.  ",1,0,"Friday, August 15th 2025","Monday, August 11th 2025","Monday, August 11th 2025, 8:34:26 am -07:00","Wednesday, August 20th 2025, 8:52:47 am -07:00","Wednesday, August 20th 2025, 8:52:47 am -07:00","Friday, August 15th 2025, 8:50:45 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1d 2h","1d 2h",,0,"[Jake , Seth]","","",""
"Task","868f532zb","Hadi Sharifi","Closed","
","[]","NORMAL","Floor Shipping 9/17  ",2,0,"","","Monday, August 11th 2025, 9:15:00 am -07:00","Wednesday, November 12th 2025, 10:26:57 am -08:00","Wednesday, November 12th 2025, 10:26:57 am -08:00","Thursday, October 30th 2025, 8:03:32 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth, Gary]","","",""
"Task","868f54q1v","Mercedes-Benz of Wilsonville / TK","Closed","
","[]","none","waiting on parts  ",1,0,"","","Monday, August 11th 2025, 10:09:11 am -07:00","Tuesday, August 12th 2025, 12:16:22 pm -07:00","Tuesday, August 12th 2025, 12:16:22 pm -07:00","Tuesday, August 12th 2025, 12:16:22 pm -07:00","Dan Zambrano","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","2h 30m","2h 30m",,0,"","","",""
"Task","868f6uxbq","Mercedes Benz of Seattle / Dan Hogan","Closed","
","[]","none","wall panels and insulation  ",1,0,"Friday, August 15th 2025","Thursday, August 14th 2025","Thursday, August 14th 2025, 9:31:00 am -07:00","Wednesday, August 20th 2025, 8:52:57 am -07:00","Wednesday, August 20th 2025, 8:52:57 am -07:00","Monday, August 18th 2025, 10:53:43 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868f6waxv","Mercedes Benz of Wilsonville / Jacen Moon","Closed","
","[]","none","Hitch  ",1,0,"Friday, August 15th 2025","Friday, August 15th 2025","Thursday, August 14th 2025, 10:51:34 am -07:00","Monday, August 18th 2025, 10:07:05 am -07:00","Monday, August 18th 2025, 10:07:05 am -07:00","Monday, August 18th 2025, 10:07:05 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","2h","2h",,0,"[Jake ]","","",""
"Task","868f78hbb","Mercedes Benz of Wilsonville / P&L Enterprise","Closed","
","[]","none","rear door windows  ",1,0,"Friday, August 15th 2025","Friday, August 15th 2025","Friday, August 15th 2025, 8:36:18 am -07:00","Wednesday, August 20th 2025, 8:53:20 am -07:00","Wednesday, August 20th 2025, 8:53:20 am -07:00","Tuesday, August 19th 2025, 7:30:25 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868f80zh8","Mercedes Benz of Wilsonville / P&L Enterprise","Closed","
","[]","none","Rear windows  ",1,0,"Tuesday, August 19th 2025","Monday, August 18th 2025","Monday, August 18th 2025, 10:07:53 am -07:00","Monday, August 18th 2025, 10:54:33 am -07:00","Monday, August 18th 2025, 10:54:33 am -07:00","Monday, August 18th 2025, 10:54:33 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868f885d4","Mercedes Benz of Wilsonville","Closed","
","[]","HIGH","",0,0,"Tuesday, August 19th 2025","Tuesday, August 19th 2025","Monday, August 18th 2025, 3:42:19 pm -07:00","Wednesday, August 20th 2025, 8:53:22 am -07:00","Wednesday, August 20th 2025, 8:53:22 am -07:00","Tuesday, August 19th 2025, 1:20:31 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868f8wae6","DT Electric","Closed","
","[]","none","Remove the broken slider window and replace  ",1,0,"Thursday, August 21st 2025","Wednesday, August 20th 2025","Tuesday, August 19th 2025, 3:10:05 pm -07:00","Tuesday, August 26th 2025, 1:11:04 pm -07:00","Tuesday, August 26th 2025, 1:11:04 pm -07:00","Thursday, August 21st 2025, 9:03:31 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","3h","3h",,0,"[Seth]","","",""
"Task","868f94t0z","Mercedes Benz of Wilsonville / Brian Behle","Closed","
","[]","none","Metris hitch  ",1,0,"Friday, August 22nd 2025","Wednesday, August 20th 2025","Wednesday, August 20th 2025, 8:51:07 am -07:00","Thursday, August 21st 2025, 1:37:47 pm -07:00","Thursday, August 21st 2025, 1:37:47 pm -07:00","Thursday, August 21st 2025, 9:03:19 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fa3j9g","Mercedes Benz of Seattle / Dan Hogan","Closed","
","[]","HIGH","Install rear door panels  ",2,0,"","","Friday, August 22nd 2025, 8:31:36 am -07:00","Tuesday, October 7th 2025, 1:26:41 pm -07:00","Tuesday, October 7th 2025, 1:26:41 pm -07:00","Monday, September 29th 2025, 2:19:53 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868fa3n47","Mercedes Benz of Wilsonville / Bio Clean","Closed","
","[]","none","Hitch  ",1,0,"Friday, August 22nd 2025","Friday, August 22nd 2025","Friday, August 22nd 2025, 8:37:37 am -07:00","Tuesday, August 26th 2025, 1:10:05 pm -07:00","Tuesday, August 26th 2025, 1:10:05 pm -07:00","Friday, August 22nd 2025, 10:41:45 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fb0r65","Mercedes Benz of Wilsonville / Milne Inc.","Closed","
","[]","none","",0,0,"Tuesday, August 26th 2025","Monday, August 25th 2025","Monday, August 25th 2025, 11:27:37 am -07:00","Monday, August 25th 2025, 3:26:33 pm -07:00","Monday, August 25th 2025, 3:26:33 pm -07:00","Monday, August 25th 2025, 3:26:30 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fbfhjm","Mercedes Benz of Wilsonville / Kyran","Closed","
","[]","none","Maxxair, Slider window, factory wall panels (Parts need to provide fasteners for panels)  ",1,0,"Thursday, August 28th 2025","Tuesday, August 26th 2025","Tuesday, August 26th 2025, 8:07:05 am -07:00","Thursday, August 28th 2025, 4:19:44 pm -07:00","Thursday, August 28th 2025, 4:19:44 pm -07:00","Thursday, August 28th 2025, 4:19:44 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fbqfp5","Mercedes Benz of Wilsonville / Shuba","Closed","
","[]","none","Foldaway Bench   ",1,0,"Thursday, August 28th 2025","Wednesday, August 27th 2025","Tuesday, August 26th 2025, 1:08:25 pm -07:00","Thursday, August 28th 2025, 4:19:48 pm -07:00","Thursday, August 28th 2025, 4:19:48 pm -07:00","Thursday, August 28th 2025, 4:19:48 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fcur9h","Paint Logic Enterprise","Closed","
","[]","HIGH","",0,0,"Friday, August 29th 2025","Friday, August 29th 2025","Thursday, August 28th 2025, 4:26:32 pm -07:00","Friday, August 29th 2025, 3:39:20 pm -07:00","Friday, August 29th 2025, 3:39:20 pm -07:00","Friday, August 29th 2025, 3:39:20 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fe7u0h","Mercedes Benz of Wilsonville / Ashley Francois","Closed","
","[]","none","Flatline side steps on a passenger van.  Brian from Flatline is coming in to help on the install.  ",1,0,"Wednesday, September 10th 2025","Wednesday, September 10th 2025","Tuesday, September 2nd 2025, 8:21:09 am -07:00","Monday, September 29th 2025, 8:39:28 am -07:00","Monday, September 29th 2025, 8:39:28 am -07:00","Wednesday, September 10th 2025, 2:33:29 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","4h","4h",,0,"[Jake , Seth]","","",""
"Task","868fe86cf","4P Renovations","Closed","
","[]","NORMAL","Black Alurack and ladder - Customer is dropped van on 9/24  ",1,0,"Wednesday, September 24th 2025","Wednesday, September 24th 2025","Tuesday, September 2nd 2025, 8:37:32 am -07:00","Wednesday, September 24th 2025, 2:39:59 pm -07:00","Wednesday, September 24th 2025, 2:39:59 pm -07:00","Wednesday, September 24th 2025, 2:39:59 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
"Task","868fe8b3c","Old Town Brewing","Closed","
","[]","none","LTrack Low SP144 Installed  ",1,0,"Tuesday, September 2nd 2025","Tuesday, September 2nd 2025","Tuesday, September 2nd 2025, 8:43:00 am -07:00","Wednesday, September 10th 2025, 8:46:38 am -07:00","Wednesday, September 10th 2025, 8:46:38 am -07:00","Tuesday, September 2nd 2025, 3:06:59 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fe92kz","Mercedes Benz of Wilsonville / Advanced Electrical Concepts","Closed","
","[]","none","96"" shelves and conduit holder  ",1,0,"","","Tuesday, September 2nd 2025, 9:17:12 am -07:00","Monday, September 29th 2025, 8:40:11 am -07:00","Monday, September 29th 2025, 8:40:11 am -07:00","Tuesday, September 16th 2025, 9:21:32 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868fe9mgh","Mercedes Benz of Wilsonville / Sky Heating","Closed","
","[]","none","Package Sky Heating HVAC Interior SP170 Installed / ErgoRack  ",1,0,"","","Tuesday, September 2nd 2025, 9:40:57 am -07:00","Monday, September 29th 2025, 8:40:17 am -07:00","Monday, September 29th 2025, 8:40:17 am -07:00","Tuesday, September 16th 2025, 2:19:00 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim, Seth, Gary]","","",""
"Task","868fe9nk7","Mercedes Benz of Wilsonville / Sky Heating","Closed","
","[]","none","Package Sky Heating HVAC Interior SP170 Installed / ErgoRack  ",1,0,"","","Tuesday, September 2nd 2025, 9:42:59 am -07:00","Monday, September 29th 2025, 8:41:09 am -07:00","Monday, September 29th 2025, 8:41:09 am -07:00","Wednesday, September 17th 2025, 12:40:23 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim, Gary]","","",""
"Task","868febepj","Kathy & Bill Reishus","Closed","
","[]","none","Unaka roof rack and ladder. Repair window (warranty)  Van will be in for service.    ",1,0,"Monday, September 15th 2025","Monday, September 15th 2025","Tuesday, September 2nd 2025, 10:52:55 am -07:00","Monday, September 29th 2025, 8:41:02 am -07:00","Monday, September 29th 2025, 8:41:02 am -07:00","Wednesday, September 17th 2025, 12:44:37 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Sarah, Jake ]","","",""
"Task","868fehvyv","Tom Hatch","Closed","
","[]","none","Warranty Repair: Fix bubbling headliner  ",1,0,"Friday, September 26th 2025","Thursday, September 18th 2025","Tuesday, September 2nd 2025, 4:00:55 pm -07:00","Monday, September 29th 2025, 8:40:32 am -07:00","Monday, September 29th 2025, 8:40:32 am -07:00","Monday, September 22nd 2025, 7:20:20 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1d","1d",,0,"[Sarah, Jake ]","","",""
"Task","868fevmwc","Mercedes Benz of Wilsonville / Paint Logic","Closed","
","[]","none","Rear windows and transfer shelves from old van to new van.  We will need to get customers old van.  ",1,0,"","","Wednesday, September 3rd 2025, 10:41:43 am -07:00","Wednesday, September 10th 2025, 8:46:44 am -07:00","Wednesday, September 10th 2025, 8:46:44 am -07:00","Friday, September 5th 2025, 9:54:01 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","4h","4h",,0,"[Jake ]","","",""
"Task","868fhhdht","Mercedes Benz of Wilsonville / Razumovskaya/Vezhychanin","Closed","
","[]","NORMAL","96"" shelf - Calling customer to schedule next week  ",1,0,"Thursday, September 25th 2025","Thursday, September 25th 2025","Wednesday, September 10th 2025, 8:48:37 am -07:00","Monday, September 29th 2025, 8:40:28 am -07:00","Monday, September 29th 2025, 8:40:28 am -07:00","Thursday, September 25th 2025, 10:01:32 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","1h 30m","1h 30m",,0,"[Seth]","","",""
"Task","868fhhnvk","Mercedes Benz of Wilsonville / Esnoy Fleites","Closed","
","[]","none","LR partition - Customer will be here around 9:30  ",1,0,"Wednesday, September 10th 2025","Wednesday, September 10th 2025","Wednesday, September 10th 2025, 9:04:07 am -07:00","Monday, September 29th 2025, 8:39:32 am -07:00","Monday, September 29th 2025, 8:39:32 am -07:00","Thursday, September 11th 2025, 1:41:23 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fhhvwb","Mercedes Benz of Wilsonville / Glavik","Closed","
","[]","none","Hitch - Customer is bring van in on Friday  ",1,0,"Monday, September 15th 2025","Monday, September 15th 2025","Wednesday, September 10th 2025, 9:15:59 am -07:00","Monday, September 29th 2025, 8:40:56 am -07:00","Monday, September 29th 2025, 8:40:56 am -07:00","Wednesday, September 17th 2025, 12:45:06 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","2h 30m","2h 30m",,0,"[Jake ]","","",""
"Task","868fhjjtr","Mercedes Benz of Wilsonville","Closed","
","[]","none","Fixed windows silder and rear - Van will be here tonight or tomorrow  ",1,0,"","Friday, September 12th 2025","Wednesday, September 10th 2025, 9:55:50 am -07:00","Monday, September 29th 2025, 8:39:37 am -07:00","Monday, September 29th 2025, 8:39:37 am -07:00","Friday, September 12th 2025, 1:14:49 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","5h","5h",,0,"[Jake ]","","",""
"Task","868fjqm0g","Mercedes Benz of Wilsonville","Closed","
","[]","none","17"" wheels, Mondos and FL side steps  ",1,0,"Monday, September 15th 2025","Friday, September 12th 2025","Friday, September 12th 2025, 2:14:28 pm -07:00","Monday, September 29th 2025, 8:39:40 am -07:00","Monday, September 29th 2025, 8:39:40 am -07:00","Monday, September 15th 2025, 12:02:10 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fkf8mu","Mercedes Benz of Wilsonville","Closed","
","[]","none","Maxxair fan in rear  ",1,0,"Tuesday, September 16th 2025","Monday, September 15th 2025","Monday, September 15th 2025, 3:33:55 pm -07:00","Monday, September 29th 2025, 8:40:14 am -07:00","Monday, September 29th 2025, 8:40:14 am -07:00","Tuesday, September 16th 2025, 2:17:08 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth]","","",""
"Task","868fkwu78","Kathy & Bill Reishus","Closed","
","[]","none","17"" Wheels/tires and Mondos  ",1,0,"Tuesday, September 16th 2025","Tuesday, September 16th 2025","Tuesday, September 16th 2025, 10:42:58 am -07:00","Monday, September 29th 2025, 8:41:05 am -07:00","Monday, September 29th 2025, 8:41:05 am -07:00","Wednesday, September 17th 2025, 12:40:42 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Account","868fmmqpt","Mercedes Benz of Wilsonville","Closed","
","[]","none","Photo Shoot  ",2,0,"Thursday, September 18th 2025","Wednesday, September 17th 2025","Wednesday, September 17th 2025, 2:44:15 pm -07:00","Monday, September 29th 2025, 8:40:54 am -07:00","Monday, September 29th 2025, 8:40:54 am -07:00","Friday, September 19th 2025, 11:36:15 am -07:00","Dan Zambrano","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868fmnrde","Mercedes Benz of Wilsonville / Todd Francis","Closed","
","[]","none","17"" wheel/tire and rear windows  ",1,0,"Friday, September 19th 2025","Thursday, September 18th 2025","Wednesday, September 17th 2025, 4:17:59 pm -07:00","Monday, September 29th 2025, 8:40:50 am -07:00","Monday, September 29th 2025, 8:40:50 am -07:00","Friday, September 19th 2025, 7:52:30 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Seth, Gary]","","",""
"Task","868fn1fbx","Mercedes Benz of Wilsonville / Dan Guilfoy","Closed","
","[]","none","Maxxair rear  ",1,0,"Friday, September 19th 2025","Thursday, September 18th 2025","Thursday, September 18th 2025, 11:24:00 am -07:00","Monday, September 29th 2025, 8:40:40 am -07:00","Monday, September 29th 2025, 8:40:40 am -07:00","Friday, September 19th 2025, 1:00:35 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake ]","","",""
"Task","868fndeqz","Mercedes Benz of Wilsonville / CVP","Closed","
","[]","none","install 48"" shelf passenger side  ",1,0,"Friday, September 19th 2025","Friday, September 19th 2025","Friday, September 19th 2025, 8:16:16 am -07:00","Friday, September 19th 2025, 1:21:58 pm -07:00","Friday, September 19th 2025, 1:21:58 pm -07:00","Friday, September 19th 2025, 1:21:58 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Contact","868fnpc6u","Mercedes Benz of Wilsonville","Closed","
","[]","none","",0,0,"","","Friday, September 19th 2025, 3:19:26 pm -07:00","Monday, September 29th 2025, 8:40:36 am -07:00","Monday, September 29th 2025, 8:40:36 am -07:00","Friday, September 19th 2025, 3:20:47 pm -07:00","Dan Zambrano","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Gary]","","",""
"Task","868fp5376","Lakeside HVAC","Closed","
","[]","none","96"" shelf and tote holder  ",1,0,"","","Monday, September 22nd 2025, 9:15:44 am -07:00","Wednesday, October 1st 2025, 8:04:58 am -07:00","Wednesday, October 1st 2025, 8:04:58 am -07:00","Tuesday, September 30th 2025, 9:57:37 am -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Tim]","","",""
"Task","868fp80cf","Mercedes Benz of Wilsonville / Randy","Closed","
","[]","none","Windows, fan, suspension, 18"" wheels/tires, tire carrier  ",1,0,"","Monday, September 22nd 2025","Monday, September 22nd 2025, 11:30:00 am -07:00","Thursday, October 9th 2025, 10:55:53 am -07:00","Thursday, October 9th 2025, 10:55:53 am -07:00","Wednesday, October 8th 2025, 2:46:28 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"[Jake , Seth]","","",""
"Task","868fp895n","Mercedes Benz of Wilsonville / William Beck","Closed","
","[]","none","Cancel, customer backed out of the deal.  ",2,0,"Monday, September 22nd 2025","","Monday, September 22nd 2025, 11:46:51 am -07:00","Tuesday, September 23rd 2025, 1:01:32 pm -07:00","Tuesday, September 23rd 2025, 1:01:32 pm -07:00","Tuesday, September 23rd 2025, 1:01:32 pm -07:00","Ryan Ouellette","SLATE SCHEDULER","hidden","Schedule","[]","[]","","[Schedule]","[]","","","","","","",,0,"","","",""
